Date,Description,Original Description,Amount,Transaction Type,Category,Account Name,Labels,Notes
3/17/2020,Wendy's,POS Transaction WENDYS 4403 7135,6.79,debit,Fast Food,Dividend Rewards Checking,,
3/17/2020,Shell,POS Transaction SHELL SERVICE ST,1.99,debit,Gas & Fuel,Dividend Rewards Checking,,
3/17/2020,Withdrawal Thorne payment from 9334319176 CK 705395757,Withdrawal Thorne Pmt from 93343,296.11,debit,Credit Card Payment,Dividend Rewards Checking,,
3/17/2020,CREDITONE BANK FIRST TECH FCU B BILL PAYMT 705575358,ACH Debit CREDITONE BANK FIRST T,34,debit,Credit Card Payment,Dividend Rewards Checking,,
3/17/2020,Deposit POSTMATES INC Postmates STF4I3K5F5N1Y4 705395396,ACH Deposit POSTMATES INC   Post,172.47,credit,Income,Dividend Rewards Checking,,
3/17/2020,1&1 Internet,PAYPAL           INST XFER  1AND,15.17,debit,Business Services,TOTAL CHECKING,,
3/17/2020,ATM CASH DEPOSIT 03/17 1500 VINE ST HOLLYWOOD CA,ATM CASH DEPOSIT 03/17 1500 VINE,13,credit,Income,TOTAL CHECKING,,
3/16/2020,Albertsons,Ext Credit Card Debit ALBERTSONS,10.6,debit,Groceries,Mastercard Secure,,
3/16/2020,24 Hour Fitness,Ext Credit Card Debit 24 HOUR FI,41.49,debit,Gym,Mastercard Secure,,
3/16/2020,United Pacific,Ext Credit Card Debit UNITED PAC,57.93,debit,Gas & Fuel,Mastercard Secure,,
3/16/2020,United Pacific,Ext Credit Card Debit UNITED PAC,34.67,debit,Gas & Fuel,Mastercard Secure,,
3/16/2020,7-Eleven,POS Transaction 4400073698301 7E,5.77,debit,Fast Food,Dividend Rewards Checking,,
3/16/2020,Wendy's,POS Transaction WENDYS 4403 7135,7.33,debit,Fast Food,Dividend Rewards Checking,,
3/16/2020,7-Eleven,POS Transaction 4400073302801 7E,7.83,debit,Fast Food,Dividend Rewards Checking,,
3/16/2020,FIRST PROGRESS FIRST TECH FCU B BILL PAYMT 705168528,ACH Debit FIRST PROGRESS FIRST T,40,debit,Bills & Utilities,Dividend Rewards Checking,,
3/16/2020,Stripe San Franciscocaus,Credit  STRIPE                 S,165.89,credit,Income,Dividend Rewards Checking,,
3/16/2020,McDonald's,POS Transaction MCDONALDS F36397,2.15,debit,Fast Food,Dividend Rewards Checking,,
3/16/2020,7-Eleven,POS Transaction XXXXXXXXX5321 7E,2.79,debit,Fast Food,Dividend Rewards Checking,,
3/15/2020,Linode,Ext Credit Card Debit LINODECOM,10.01,debit,Business Services,Mastercard Secure,,
3/15/2020,Hotels.com,Ext Credit Card Debit HOTELSCOM9,52.99,debit,Hotel,Mastercard Secure,,
3/15/2020,7-Eleven,POS Transaction XXXXXXXXX6122 7E,14.26,debit,Fast Food,Dividend Rewards Checking,,
3/15/2020,ATM Withdrawal 7ELEVENFC 12801 S CENTRAL AVE LOS ANGELES CAUS 704839490,ATM Withdrawal 7ELEVENFC 12801 S,40,debit,Cash & ATM,Dividend Rewards Checking,,
3/15/2020,Stripe San Franciscocaus,Credit  STRIPE                 S,113.58,credit,Income,Dividend Rewards Checking,,
3/14/2020,YOSHINOYA LA CIENEGA 1461 S LA CIENEGA BLVD LOS ANGELES CA 704520183,POS Transaction YOSHINOYA  LA CI,7.76,debit,Public Transportation,Dividend Rewards Checking,,
3/13/2020,Amazon,Ext Credit Card Debit AMAZON PRI,14.22,debit,Shopping,Mastercard Secure,,
3/13/2020,ATM Withdrawal 7ELEVENFC 1810 CAHEUNGA BLVD LOS ANGELES CAUS 704391956,ATM Withdrawal 7ELEVENFC 1810 CA,20,debit,Cash & ATM,Dividend Rewards Checking,,
3/13/2020,Wendy's,POS Transaction WENDYS 3486 1305,5.69,debit,Fast Food,Dividend Rewards Checking,,
3/13/2020,7-Eleven,POS Transaction XXXXXXXXX6421 7E,1.41,debit,Fast Food,Dividend Rewards Checking,,
3/13/2020,Stripe San Franciscocaus,Credit  STRIPE                 S,10,credit,Income,Dividend Rewards Checking,,
3/13/2020,7-Eleven,POS Transaction 4400071853321 7E,11.41,debit,Fast Food,Dividend Rewards Checking,,
3/12/2020,7-Eleven,Ext Credit Card Debit 7ELEVEN 19,2,debit,Fast Food,Mastercard Secure,,
3/12/2020,7-Eleven,POS Transaction XXXXXXXXX9801 7E,1,debit,Fast Food,Dividend Rewards Checking,,
3/12/2020,7-Eleven,POS Transaction 4400072413122 7E,2.07,debit,Fast Food,Dividend Rewards Checking,,
3/12/2020,Wendy's,POS Transaction WENDYS 3486 1305,5.15,debit,Fast Food,Dividend Rewards Checking,,
3/12/2020,Arco,POS Transaction 27262683 ARCO 42,35.92,debit,Gas & Fuel,Dividend Rewards Checking,,
3/12/2020,Stripe San Franciscocaus,Credit  STRIPE                 S,104.48,credit,Income,Dividend Rewards Checking,,
3/12/2020,United Pacific,POS Transaction 192843 UNITED PA,1.41,debit,Gas & Fuel,Dividend Rewards Checking,,
3/11/2020,Ext Credit Card Debit CASH ADVANCE BEAVERTON OR 703811022,Ext Credit Card Debit CASH ADVAN,245,debit,Credit Card Payment,Mastercard Secure,,
3/11/2020,Ext Credit Card Credit PAYMENT THANK YOU BEAVERTON OR 703811021,Ext Credit Card Credit PAYMENT,40,credit,Credit Card Payment,Mastercard Secure,,
3/11/2020,Withdrawal Thorne payment from 9334319176 CK 703526993,Withdrawal Thorne Pmt from 93343,40,debit,Credit Card Payment,Dividend Rewards Checking,,
3/11/2020,Stripe San Franciscocaus,Credit  STRIPE                 S,75.64,credit,Income,Dividend Rewards Checking,,
3/10/2020,Ext Credit Card Debit CASH ADVANCE BEAVERTON OR 703478596,Ext Credit Card Debit CASH ADVAN,40,debit,Credit Card Payment,Mastercard Secure,,
3/10/2020,INTEREST CHARGE ON PURCHASES;,INTEREST CHARGE ON PURCHASES;,10.25,debit,Finance Charge,OpenSky Secured Card ending in 4855,,
3/10/2020,Green Light Our,POS Transaction GREENLIGHT 303 P,40,debit,Restaurants,Dividend Rewards Checking,,
3/10/2020,ATM Deposit WATER POWER COMMUNITY 1053 W SUNSET BLVD LOS ANGELES 703169213,ATM Deposit WATER  POWER COMMUNI,60,credit,Income,Dividend Rewards Checking,,
3/10/2020,Balboa Thrift Chula Vista CAUS 703169212,POS Transaction  Balboa Thrift,299,debit,Auto Payment,Dividend Rewards Checking,,
3/10/2020,Deposit Thorne Credit to 9334319176 CK 703166216,Deposit Thorne Credit to 9334319,245,credit,Income,Dividend Rewards Checking,,
03/09/2020,United Pacific,Ext Credit Card Debit UNITED PAC,61.17,debit,Gas & Fuel,Mastercard Secure,,
03/09/2020,Ext Credit Card Credit PAYMENT THANK YOU BEAVERTON OR 703149476,Ext Credit Card Credit PAYMENT,159.19,credit,Credit Card Payment,Mastercard Secure,,
03/09/2020,Audible.com,AUDIBLE*O63OS90E3 AMZN.COM/BILL NJ;,14.95,debit,Books,OpenSky Secured Card ending in 4855,,
03/09/2020,Stripe San Franciscocaus,Credit  STRIPE                 S,147.81,credit,Income,Dividend Rewards Checking,,
03/09/2020,McDonald's,POS Transaction MCDONALDS F1304,2.51,debit,Fast Food,Dividend Rewards Checking,,
03/09/2020,Withdrawal Thorne payment from 9334319176 CK 702697659,Withdrawal Thorne Pmt from 93343,159.19,debit,Credit Card Payment,Dividend Rewards Checking,,
03/09/2020,Descriptive Withdrawal Garnishment Processing Fee 703062439,Descriptive Withdrawal Garnishme,17.49,debit,Fees & Charges,Dividend Rewards Checking,,
03/09/2020,Deposit Thorne Credit to 9334319176 CK 702834870,Deposit Thorne Credit to 9334319,40,credit,Income,Dividend Rewards Checking,,
03/08/2020,Ext Credit Card Credit PAYMENT THANK YOU BEAVERTON OR 702696000,Ext Credit Card Credit PAYMENT,100,credit,Credit Card Payment,Mastercard Secure,,
03/08/2020,United Pacific,Ext Credit Card Debit UNITED PAC,57.52,debit,Gas & Fuel,Mastercard Secure,,
03/08/2020,Wal-Mart,Ext Credit Card Debit WM SUPERCE,38.32,debit,Shopping,Mastercard Secure,,
03/08/2020,Stripe San Franciscocaus,Credit  STRIPE                 S,108.87,credit,Income,Dividend Rewards Checking,,
03/08/2020,Withdrawal Thorne payment from 9334319176 CK 702488164,Withdrawal Thorne Pmt from 93343,100,debit,Credit Card Payment,Dividend Rewards Checking,,
03/07/2020,INTEREST CHARGE:CASH ADVANCES,INTEREST CHARGE:CASH ADVANCES,0.89,debit,Finance Charge,Visa Business Card,,
03/07/2020,INTEREST CHARGE:PURCHASES,INTEREST CHARGE:PURCHASES,40.59,debit,Finance Charge,Visa Business Card,,
03/07/2020,Ext Credit Card Credit PAYMENT THANK YOU BEAVERTON OR 702696001,Ext Credit Card Credit PAYMENT,102.91,credit,Credit Card Payment,Mastercard Secure,,
03/07/2020,Withdrawal Thorne payment from 9334319176 CK 702388463,Withdrawal Thorne Pmt from 93343,102.91,debit,Credit Card Payment,Dividend Rewards Checking,,
03/07/2020,Stripe San Franciscocaus,Credit  STRIPE                 S,122.91,credit,Income,Dividend Rewards Checking,,
03/06/2020,ELECTRONIC PAYMENT,ELECTRONIC PAYMENT,15,credit,Credit Card Payment,Visa Business Card,,
03/06/2020,CA State Tax,Descriptive Withdrawal CA Franch,97.49,debit,State Tax,Dividend Rewards Checking,,
03/05/2020,Cash,CASH APP*JOSEPH MCC 8774174551 C,500,debit,Business Services,TOTAL CHECKING,,
03/05/2020,To Uni ty Visa 03/05,Online Payment 9158330584 To Uni,10,debit,Credit Card Payment,TOTAL CHECKING,,
03/05/2020,To CAP ITAL ONE 03/05,Online Payment 9158330580 To CAP,15,debit,Credit Card Payment,TOTAL CHECKING,,
03/05/2020,7-Eleven,Ext Credit Card Debit 7ELEVEN 26,4.67,debit,Fast Food,Mastercard Secure,,
03/05/2020,McDonald's,Ext Credit Card Debit MCDONALDS,1.09,debit,Fast Food,Mastercard Secure,,
03/05/2020,Amazon,Ext Credit Card Debit AMZN MKTP,54.74,debit,Shopping,Mastercard Secure,,
03/05/2020,7-Eleven,Ext Credit Card Debit 7ELEVEN 19,4.43,debit,Fast Food,Mastercard Secure,,
03/05/2020,Ext Credit Card Debit INFINITY INSURANCE BIRMINGHAM AL 701859964,Ext Credit Card Debit INFINITY I,225.76,debit,Credit Card Payment,Mastercard Secure,,
03/05/2020,Exxon,Ext Credit Card Debit EXXONMOBIL,38.28,debit,Gas & Fuel,Mastercard Secure,,
03/05/2020,PAYMENT - THANK YOU;,PAYMENT - THANK YOU;,25,credit,Credit Card Payment,OpenSky Secured Card ending in 4855,,
03/04/2020,Greenlight WEB PMTS CS4H 0D WEB ID: 9000392802,Greenlight       WEB PMTS   CS4H,4.99,debit,Mortgage & Rent,TOTAL CHECKING,,
03/04/2020,ATM CASH DEPOSIT 03/04 5717 S VE RMONT AVE LOS ANGELES CA,ATM CASH DEPOSIT 03/04 5717 S VE,10,credit,Income,TOTAL CHECKING,,
03/04/2020,7-Eleven,7-ELEVEN NORTH HOLLYWO CA,2.83,debit,Fast Food,TOTAL CHECKING,,
03/04/2020,7-Eleven,7-ELEVEN NORTH HOLLYWO CA,19.57,debit,Fast Food,TOTAL CHECKING,,
03/04/2020,ATM CASH DEPOSIT 03/04 5717 S VE RMONT AVE LOS ANGELES CA,ATM CASH DEPOSIT 03/04 5717 S VE,510,credit,Income,TOTAL CHECKING,,
03/04/2020,Amazon,Ext Credit Card Debit AMZN MKTP,11.87,debit,Shopping,Mastercard Secure,,
03/04/2020,Ext Credit Card Credit PAYMENT THANK YOU BEAVERTON OR 701466510,Ext Credit Card Credit PAYMENT,300.51,credit,Credit Card Payment,Mastercard Secure,,
03/04/2020,7-Eleven,Ext Credit Card Debit 7ELEVEN 19,3.42,debit,Fast Food,Mastercard Secure,,
03/04/2020,Ext Credit Card Debit YOSHINOYA SANTA MONIC LOS ANGELES CA 701466511,Ext Credit Card Debit YOSHINOYA,7.65,debit,Fast Food,Mastercard Secure,,
03/04/2020,Withdrawal Thorne payment from 9334319176 CK 701026114,Withdrawal Thorne Pmt from 93343,300.51,debit,Credit Card Payment,Dividend Rewards Checking,,
03/03/2020,McDonald's,POS Transaction MCDONALDS M2942,2.62,debit,Fast Food,Dividend Rewards Checking,,
03/03/2020,Starbucks,POS Transaction STARBUCKS STORE,2.75,debit,Coffee Shops,Dividend Rewards Checking,,
03/03/2020,7-Eleven,POS Transaction XXXXXXXXX6921 7E,1.41,debit,Fast Food,Dividend Rewards Checking,,
03/03/2020,7-Eleven,POS Transaction 4400072483521 7E,12.83,debit,Fast Food,Dividend Rewards Checking,,
03/03/2020,Deposit POSTMATES INC Postmates STC9W8R5S3U3C8 700613692,ACH Deposit POSTMATES INC   Post,8.9,credit,Income,Dividend Rewards Checking,,
03/03/2020,Yoshinoya,POS Transaction YOSHINOYA  WISHI,7.65,debit,Entertainment,Dividend Rewards Checking,,
03/03/2020,Stripe San Franciscocaus,Credit  STRIPE                 S,34.48,credit,Income,Dividend Rewards Checking,,
03/02/2020,Ext Credit Card Debit GOOGLEAD HOC LABS INTERNET CA 700613690,Ext Credit Card Debit GOOGLEAD H,4.99,debit,Pet Food & Supplies,Mastercard Secure,,
03/02/2020,McDonald's,Ext Credit Card Debit MCDONALDS,1.41,debit,Fast Food,Mastercard Secure,,
03/02/2020,CAPITAL ONE MOBILE payment 0060 39800199391 WEB ID: 9279744980,CAPITAL ONE      MOBILE PMT 0060,15,debit,Credit Card Payment,TOTAL CHECKING,,
03/02/2020,ATM Withdrawal 7ELEVENFC 473 N WESTERN AVE LOS ANGELES CAUS 700050614,ATM Withdrawal 7ELEVENFC 473 N W,20,debit,Cash & ATM,Dividend Rewards Checking,,
03/02/2020,7-Eleven,POS Transaction XXXXXXXXX9801 7E,2.29,debit,Fast Food,Dividend Rewards Checking,,
03/02/2020,Stripe San Franciscocaus,Credit  STRIPE                 S,10,credit,Income,Dividend Rewards Checking,,
03/02/2020,7-Eleven,POS Transaction XXXXXXXXX9801 7E,4.95,debit,Fast Food,Dividend Rewards Checking,,
03/01/2020,7-Eleven,POS Transaction 4400073955201 7E,1.41,debit,Fast Food,Dividend Rewards Checking,,
03/01/2020,Stripe San Franciscocaus,Credit  STRIPE                 S,294.28,credit,Income,Dividend Rewards Checking,,
03/01/2020,Arco,POS Transaction 27262546 ARCO 42,33.72,debit,Gas & Fuel,Dividend Rewards Checking,,
03/01/2020,7-Eleven,POS Transaction XXXXXXXXX6921 7E,11.41,debit,Fast Food,Dividend Rewards Checking,,
03/01/2020,Jet Stream Liquor,POS Transaction JET STREAM LIQUO,17.4,debit,Alcohol & Bars,Dividend Rewards Checking,,
2/29/2020,Ext Credit Card Credit PAYMENT THANK YOU BEAVERTON OR 700187084,Ext Credit Card Credit PAYMENT,232,credit,Credit Card Payment,Mastercard Secure,,
2/29/2020,CAPITAL ONE MOBILE payment AuthDate 28-Feb,CAPITAL ONE MOBILE PYMT AuthDate 28-F eb,15,credit,Credit Card Payment,Visa Business Card,,
2/29/2020,Withdrawal Thorne payment from 9334319176 CK 699291794,Withdrawal Thorne Pmt from 93343,232,debit,Credit Card Payment,Dividend Rewards Checking,,
2/29/2020,Credit Dividend 699601200,Credit Dividend,0.12,credit,Investments,Dividend Rewards Checking,,
2/29/2020,ATM Rebate ATM Fee Refund 699437770,ATM Rebate ATM Fee Refund,6,credit,ATM Fee,Dividend Rewards Checking,,
2/29/2020,Stripe San Franciscocaus,Credit  STRIPE                 S,254.84,credit,Income,Dividend Rewards Checking,,
2/29/2020,Arco,POS Transaction 27263143 ARCO 63,88.64,debit,Gas & Fuel,Dividend Rewards Checking,,
2/28/2020,Postmates Courier Paym,Postmates Courier Paym VISA DIRE,40.97,credit,Restaurants,TOTAL CHECKING,,
2/28/2020,To CAL IFORNIA STATE DISBURSEMENT 02/28,Online Payment 9133422508 To CAL,51,debit,Child Support,TOTAL CHECKING,,
2/28/2020,QuickPay with Zelle payment from KEISHA THORNE 9239145477,QuickPay with Zelle payment from,70,credit,Credit Card Payment,TOTAL CHECKING,,
2/28/2020,To ope nsky 02/28,Online Payment 9132506836 To ope,25,debit,Credit Card Payment,TOTAL CHECKING,,
2/28/2020,Expedia,Ext Credit Card Debit OYOEXPEDIA,52.42,debit,Travel,Mastercard Secure,,
2/28/2020,Exxon,Ext Credit Card Debit EXXONMOBIL,84.24,debit,Gas & Fuel,Mastercard Secure,,
2/28/2020,Venmo,ACH Debit VENMO   PAYMENT,100,debit,Transfer,Dividend Rewards Checking,,
2/28/2020,Vons,POS Transaction 458102 VONS 3263,8.33,debit,Groceries,Dividend Rewards Checking,,
2/28/2020,Stripe San Franciscocaus,Credit  STRIPE                 S,150.75,credit,Income,Dividend Rewards Checking,,
2/28/2020,Del Taco,POS Transaction DEL TACO 0219 42,6.76,debit,Fast Food,Dividend Rewards Checking,,
2/28/2020,United Pacific,POS Transaction UNITED PACIFIC,1.85,debit,Gas & Fuel,Dividend Rewards Checking,,
2/27/2020,Burger King,POS Transaction BURGER KING 5853,5.46,debit,Fast Food,Dividend Rewards Checking,,
2/27/2020,7-Eleven,POS Transaction 4400072674721 7E,11,debit,Fast Food,Dividend Rewards Checking,,
2/27/2020,Stripe San Franciscocaus,Credit  STRIPE                 S,177.13,credit,Income,Dividend Rewards Checking,,
2/27/2020,7-Eleven,POS Transaction 4400071853321 7E,2.75,debit,Fast Food,Dividend Rewards Checking,,
2/27/2020,YOSHINOYA VERMONT M 4000 S VERMONT AVE LOS ANGELES C 698422102,POS Transaction YOSHINOYA  VERMO,8.53,debit,Fast Food,Dividend Rewards Checking,,
2/27/2020,It's $51 more than you been getting.,It's $51 more than you been getting.,100,debit,Gift,Venmo,,
2/26/2020,Vons,POS Transaction 45791 VONS 2268,6.89,debit,Groceries,Dividend Rewards Checking,,
2/26/2020,Wendy's,POS Transaction WENDYS 1499 1742,8.75,debit,Fast Food,Dividend Rewards Checking,,
2/26/2020,Withdrawal Thorne payment from 9334319176 CK 698115712,Withdrawal Thorne Pmt from 93343,193.85,debit,Credit Card Payment,Dividend Rewards Checking,,
2/26/2020,Del Taco,POS Transaction DEL TACO 1105 43,5.99,debit,Fast Food,Dividend Rewards Checking,,
2/26/2020,Wendy's,POS Transaction WENDYS 3486 1305,5.15,debit,Fast Food,Dividend Rewards Checking,,
2/26/2020,Stripe San Franciscocaus,Credit  STRIPE                 S,54.06,credit,Income,Dividend Rewards Checking,,
2/26/2020,Circle K,POS Transaction 132087 CIRCLE K,79.08,debit,Gas & Fuel,Dividend Rewards Checking,,
2/26/2020,Google,Ext Credit Card Debit GOOGLEINTU,9.99,debit,Advertising,Mastercard Secure,,
2/26/2020,Ext Credit Card Credit PAYMENT THANK YOU BEAVERTON OR 698427817,Ext Credit Card Credit PAYMENT,193.85,credit,Credit Card Payment,Mastercard Secure,,
2/26/2020,MONTHLY SERVICE FEE,MONTHLY SERVICE FEE,12,debit,Bank Fee,TOTAL CHECKING,,
2/25/2020,Ext Credit Card Debit IC USED CARS VAN NUYS CA 698120449,Ext Credit Card Debit IC USED CA,359.01,debit,Credit Card Payment,Mastercard Secure,,
2/25/2020,Paypal Mmachanah Ebay 2211 North First Street,Credit PAYPAL MMACHANAH EBAY MM,234.98,credit,Income,Dividend Rewards Checking,,
2/25/2020,7-Eleven,POS Transaction 4400073955201 7E,7.31,debit,Fast Food,Dividend Rewards Checking,,
2/25/2020,Arco,POS Transaction ARCO 4257 1800 W,2.26,debit,Gas & Fuel,Dividend Rewards Checking,,
2/24/2020,ATM Fee,100 S MAIN ST,2.5,debit,ATM Fee,Visa Business Card,,
2/24/2020,100 S MAIN ST,100 S MAIN ST,80,debit,Cash & ATM,Visa Business Card,,
2/24/2020,CASH ADVANCE FEE,CASH ADVANCE FEE,10,debit,Service Fee,Visa Business Card,,
2/24/2020,Google Domains,GOOGLE*DOMAINS INTERNET CA,12.22,debit,Internet,TOTAL CHECKING,,
2/24/2020,Postmates Courier Paym,Postmates Courier Paym VISA DIRE,39.07,credit,Income,TOTAL CHECKING,,
2/24/2020,Ext Credit Card Credit PAYMENT THANK YOU BEAVERTON OR 697888702,Ext Credit Card Credit PAYMENT,193.85,credit,Credit Card Payment,Mastercard Secure,,
2/24/2020,Arco,POS Transaction 27262433 ARCO 42,34.39,debit,Gas & Fuel,Dividend Rewards Checking,,
2/24/2020,Pavilions,POS Transaction 45802 PAVILIONS,2.97,debit,Groceries,Dividend Rewards Checking,,
2/24/2020,Stripe San Franciscocaus,Credit  STRIPE                 S,117.89,credit,Income,Dividend Rewards Checking,,
2/24/2020,Withdrawal Thorne payment from 9334319176 CK 697467301,Withdrawal Thorne Pmt from 93343,193.85,debit,Credit Card Payment,Dividend Rewards Checking,,
2/24/2020,Subway,POS Transaction SUBWAY        04,6.56,debit,Fast Food,Dividend Rewards Checking,,
2/23/2020,Ext Credit Card Debit THE HALAL GUYS LOS ANGELES CA 697344222,Ext Credit Card Debit THE HALAL,11.49,debit,Credit Card Payment,Mastercard Secure,,
2/23/2020,Stripe San Franciscocaus,Credit  STRIPE                 S,172.34,credit,Income,Dividend Rewards Checking,,
2/22/2020,Ext Credit Card Credit PAYMENT THANK YOU BEAVERTON OR 697344221,Ext Credit Card Credit PAYMENT,70,credit,Credit Card Payment,Mastercard Secure,,
2/22/2020,Ext Credit Card Credit PAYMENT THANK YOU BEAVERTON OR 697344220,Ext Credit Card Credit PAYMENT,25,credit,Credit Card Payment,Mastercard Secure,,
2/22/2020,CREDIT-CASH BACK REWARD,CREDIT-CASH BACK REWARD,18.78,credit,Credit Card Payment,Visa Business Card,,
2/22/2020,Amazon,AMZN Mktp US*FE1AP5UW3,18.59,debit,Shopping,Visa Business Card,,
2/22/2020,Amazon,AMZN Mktp US*H350124B3,17.51,debit,Shopping,Visa Business Card,,
2/22/2020,Withdrawal Thorne payment from 9334319176 CK 696810803,Withdrawal Thorne Pmt from 93343,70,debit,Credit Card Payment,Dividend Rewards Checking,,
2/22/2020,Descriptive Withdrawal P2P Transfer 696816447,Descriptive Withdrawal P2P Trans,70,debit,Transfer,Dividend Rewards Checking,,
2/22/2020,99CENTSONLY 0062 422 E WASHINGTON BLVD LOS ANGELES CAUS 696902587,POS Transaction 99CENTSONLY 0062,6.98,debit,Restaurants,Dividend Rewards Checking,,
2/22/2020,ATM Deposit 1744CALIFORNIA BEAR CRED 100 S MAIN ST LOS ANGLES 696911185,ATM Deposit 1744CALIFORNIA BEAR,40,credit,Income,Dividend Rewards Checking,,
2/22/2020,KING TACO 27 1841 Long Beach Blvd LONG BEACH CAUS 696902586,POS Transaction KING TACO 27 184,7.06,debit,Restaurants,Dividend Rewards Checking,,
2/22/2020,Withdrawal Thorne payment from 9334319176 CK 696911614,Withdrawal Thorne Pmt from 93343,25,debit,Credit Card Payment,Dividend Rewards Checking,,
2/21/2020,Amazon,AMZN Mktp US*FG1MF3293,21.89,debit,Shopping,Visa Business Card,,
2/21/2020,United Pacific,UNITED PACIFIC #188,63.81,debit,Gas & Fuel,Visa Business Card,,
2/21/2020,WILSHIRE WORLD LOS ANGELES CA 02/20,WILSHIRE WORLD LOS ANGELES CA,2.5,debit,Restaurants,TOTAL CHECKING,,
2/21/2020,PayPal,PAYPAL           INST XFER  SPOT,9.99,debit,Shopping,TOTAL CHECKING,,
2/21/2020,Vons,Ext Credit Card Debit VONS 2665,24.54,debit,Groceries,Mastercard Secure,,
2/21/2020,United Pacific,Ext Credit Card Debit UNITED PAC,49.73,debit,Gas & Fuel,Mastercard Secure,,
2/21/2020,FPB CR CARD INTERNET INTERNET 696690482,ACH Debit FPB CR CARD INTERNET,33,debit,Credit Card Payment,Dividend Rewards Checking,,
2/21/2020,Stripe San Franciscocaus,Credit  STRIPE                 S,161.21,credit,Income,Dividend Rewards Checking,,
2/21/2020,Wal-Mart,POS Transaction WM SUPERCENTER,22.68,debit,Shopping,Dividend Rewards Checking,,
2/21/2020,GenesisFS Card 8009582556 696690483,ACH Debit GenesisFS Card   80095,20,debit,Restaurants,Dividend Rewards Checking,,
2/20/2020,United Pacific,UNITED PACIFIC #188,32.57,debit,Gas & Fuel,Visa Business Card,,
2/20/2020,Cash,CASH APP*BRIAN*ADD 8774174551 CA,5,debit,Business Services,TOTAL CHECKING,,
2/20/2020,7-Eleven,7-ELEVEN LOS ANGELES CA,11.41,debit,Fast Food,TOTAL CHECKING,,
2/20/2020,Panda Express,Ext Credit Card Debit PANDA EXPR,9.15,debit,Fast Food,Mastercard Secure,,
2/20/2020,McDonald's,Ext Credit Card Debit MCDONALDS,2.96,debit,Fast Food,Mastercard Secure,,
2/20/2020,Ext Credit Card Debit CASH ADVANCE BEAVERTON OR 696511303,Ext Credit Card Debit CASH ADVAN,5,debit,Credit Card Payment,Mastercard Secure,,
2/20/2020,PayPal,Ext Credit Card Debit PAYPAL MOY,203.79,debit,Shopping,Mastercard Secure,,
2/20/2020,Stripe San Franciscocaus,Credit  STRIPE                 S,141.75,credit,Income,Dividend Rewards Checking,,
2/20/2020,7-Eleven,POS Transaction 4400073711701 7E,2.49,debit,Fast Food,Dividend Rewards Checking,,
2/20/2020,7-Eleven,POS Transaction 4400073955201 7E,3.31,debit,Fast Food,Dividend Rewards Checking,,
